UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO Type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000006347;SARAWAK OIL PALMS BERHAD;SARAWAK OIL PALMS BHD;SABAJU;Not RSPO Certified;;07/10/2024;3,197481;113,509834;3.197481, 113.509834;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000006348;BERCA / CIPTA CAKRA MURDAYA;HARDAYA INTI PLANTATIONS;LEOK;Not RSPO Certified;;07/10/2024;1,026389;121,360833;1.026389, 121.360833;IDN;Indonesia;Sulawesi Tengah;Buol;1-Fully Verified;
PO1000006349;C.I BIOCOSTA S.A;OLECOCOL;OLEAGINOSAS DE COLOMBIA LTDA / OLEOCOL;Not RSPO Certified;;07/10/2024;4,296567;-73,047533;4.296567, -73.047533;COL;Colombia;Meta;Cabuyaro;3-Low Confidence;
PO1000006350;UNKNOWN;UNIPALMA S.A.;UNIPALMA S.A.;RSPO Certified;RSPO Certified, MB;07/10/2024;4,22384;-73,255523;4.22384, -73.255523;COL;Colombia;Meta;Cumaral;2-High Confidence;
PO1000006353;RISDA ESTATES SDN BHD;RISDA ESTATES SDN BHD;RISDA DURIAN MAS;Not RSPO Certified;;07/10/2024;4,595091;103,202805;4.595091, 103.202805;MYS;Malaysia;Trengganu;Dungun;2-High Confidence;
PO1000006354;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;ARING B;Not RSPO Certified;;07/10/2024;4,9364;102,4256;4.9364, 102.4256;MYS;Malaysia;Kelantan;Gua Musang;1-Fully Verified;
PO1000006356;NBPOL;KULA PALM OIL LTD - HIGATURU OIL PALMS;SANGARA;RSPO Certified;RSPO Certified, IP;07/10/2024;-8,743386;148,198705;-8.743386, 148.198705;PNG;Papua New Guinea;Oro;Ijivitari;1-Fully Verified;
PO1000006357;GRUPO OLEOMEX (OLEOFINOS);OLEOQUÍMICA MEXICANA S.A. de C.V.;JALAPA;RSPO Certified;RSPO Certified, MB;07/10/2024;17,739214;-92,783867;17.73921389, -92.783867;MEX;Mexico;Tabasco;Jalapa;1-Fully Verified;
PO1000006362;SINAR MAS;KAPUASINDO PALM INDUSTRY;KAPUASINDO PALM INDUSTRY;Not RSPO Certified;;07/10/2024;1,019664;111,879215;1.019664, 111.879215;IDN;Indonesia;Kalimantan Barat;Kapuas Hulu;1-Fully Verified;SAWIT SERIANG
PO1000006363;KIAN HOE PLANTATIONS BHD;KIAN HOE PLANTATIONS BHD;KIAN HOE PLANTATIONS;Not RSPO Certified;;07/10/2024;2,006256;103,301389;2.006256, 103.301389;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000006365;SAMPOERNA AGRO;USAHA AGRO INDONESIA;USAHA AGRO INDONESIA;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,683161;110,975442;-2.683161, 110.975442;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000006366;ANJ AGRO;KAYUNG AGRO LESTARI;KAYUNG AGRO LESTARI;RSPO Certified;RSPO Certified, MB;07/10/2024;-1,45051;110,232027;-1.45051, 110.232027;IDN;Indonesia;Kalimantan Barat;Ketapang;2-High Confidence;
PO1000006370;ASAM JAWA;SAWIT MAS NUGRAHA PERDANA;SAWITMAS NUGRAHA PERDANA;Not RSPO Certified;;07/10/2024;-2,65525;112,246456;-2.65525, 112.2464556;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000006373;BUKIT ROTAN PALM OIL MILLS;BUKIT ROTAN PALM OIL MILLS;BUKIT ROTAN;Not RSPO Certified;;07/10/2024;3,301992;101,370751;3.301992, 101.370751;MYS;Malaysia;Selangor;Kuala Selangor;1-Fully Verified;
PO1000006376;SOUTHERN ACIDS BERHAD;WANASARI NUSANTARA;WANASARI NUSANTARA;Not RSPO Certified;;07/10/2024;-0,287;101,4718;-0.287, 101.4718;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000006389;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD PLANTATIONS BHD;TRONG OIL MILL;RSPO Certified;RSPO Certified, IP;07/10/2024;4,67356;100,708154;4.67356, 100.708154;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000006502;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KERATONG 09;Not RSPO Certified;;07/10/2024;2,969027;102,958;2.969027, 102.958;MYS;Malaysia;Pahang;Rompin;2-High Confidence;
PO1000006505;MUSIM MAS;GUNTUNG IDAMAN NUSA;GUNTUNG IDAMAN NUSA 2;RSPO Certified;RSPO Certified, IP;07/10/2024;0,053044;103,20761;0.0530444, 103.20761;IDN;Indonesia;Riau;Indragiri Hilir;1-Fully Verified;
PO1000006576;OLAM INTERNATIONAL;OLAM PALM GABON S.A.;BILALA PALM OIL MILL;RSPO Certified;RSPO Certified, IP;07/10/2024;-1,652156;10,854528;-1.6521556, 10.8545278;GAB;Gabon;Ngounié;Tsamba Mangotsi;2-High Confidence;
PO1000006652;MP EVANS;GUNUNG PELAWAN LESTARI;TENGKALAT;RSPO Certified;RSPO Certified, MB;07/10/2024;-1,62363;105,988565;-1.62363, 105.988565;IDN;Indonesia;Bangka Belitung;Bangka;1-Fully Verified;
PO1000006977;SINAR MAS;SINAR KENCANA INTI PERKASA;KASUARI;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,973111;140,029917;-2.973111, 140.029917;IDN;Indonesia;Papua;Jayapura;1-Fully Verified;
PO1000006983;UNKNOWN;GOLDEN AGRI RESOURCES;SUNGAI MAGALAU;Not RSPO Certified;;07/10/2024;-2,78526;116,1714;-2.78526, 116.1714;IND;Indonesia;Kalimatan Selatan;Kotra Baru;2-High Confidence;
PO1000006984;SINAR MAS;AGROLESTARI SENTOSA;JALEMO;Not RSPO Certified;;07/10/2024;-1,3482;113,5022;-1.3482 , 113.5022;IDN;Indonesia;Kalimantan Tengah;Gunung Mas;1-Fully Verified;
PO1000006989;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KECHAU B;RSPO Certified;RSPO Certified, MB;07/10/2024;4,239167;102,106667;4.2391667, 102.106667;MYS;Malaysia;Pahang;Lipis;1-Fully Verified;
PO1000006992;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;PALONG TIMOR;RSPO Certified;RSPO Certified, MB;07/10/2024;2,738889;102,705;2.7388889, 102.705;MYS;Malaysia;Johor;Segamat;1-Fully Verified;
PO1000006998;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;SERTING HILIR;RSPO Certified;RSPO Certified, MB;07/10/2024;2,997778;102,478056;2.997778, 102.4780556;MYS;Malaysia;Negeri Sembilan;Jempol;1-Fully Verified;
PO1000007000;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;CHIKU;RSPO Certified;RSPO Certified, MB;07/10/2024;4,941944;102,203611;4.9419444, 102.2036111;MYS;Malaysia;Kelantan;Gua Musang;1-Fully Verified;
PO1000007049;RIMBUNAN HIJAU GROUP;RH SELANGAU PALM OIL MILL SDN BHD;RINWOOD PELITA PLANTATION;Not RSPO Certified;;07/10/2024;2,515988;112,331157;2.515988, 112.331157;MYS;Malaysia;Sarawak;Selangau;1-Fully Verified;
PO1000007051;SIME DARBY;SIME DARBY PLANTATION BHD;MOSTYN (SOU 30B);Not RSPO Certified;;07/10/2024;4,666954;118,203458;4.666954, 118.203458;MYS;Malaysia;Sabah;Kunak;1-Fully Verified;SANG GUAN
PO1000007052;FIRST RESOURCES;SUBUR ARUM MAKMUR;SUBUR ARUM MAKMUR II;Not RSPO Certified;;07/10/2024;0,978389;100,7826;0.978389, 100.7826;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007053;AWAN TIMUR GROUP;AWAN TIMUR MANAGEMENT SDN BHD;TUNJUK LAUT;Not RSPO Certified;;07/10/2024;1,9737;103,979;1.9737, 103.979;MYS;Malaysia;Johor;Kota Tinggi;2-High Confidence;
PO1000007305;UNKNOWN;KH REGIONAL GROUP INC.;NACIONAL AGRO INDUSTRIAL S.A.;RSPO Certified;RSPO Certified, IP;07/10/2024;16,227913;-90,152902;16.227913, -90.152902;GTM;Guatemala;Petén;Sayaxché;1-Fully Verified;
PO1000007396;MUSIM MAS;MULTI PERSADA GATRA MEGAH;MULTI PERSADA GATRA MEGAH;RSPO Certified;RSPO Certified, MB;07/10/2024;-0,770833;114,741222;-0.770833, 114.741222;IDN;Indonesia;Kalimantan Tengah;Barito Utara;1-Fully Verified;
PO1000007432;WILMAR GROUP;AGRO PALINDO SAKTI;AGRO PALINDO SAKTI 2;Not RSPO Certified;;07/10/2024;0,303;110,195959;0.303, 110.195959;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000007433;UNKNOWN;AGROINPLA S.A.;AGROINPLA S.A.;Not RSPO Certified;;07/10/2024;-0,07265;-79,3715;-0.07265, -79.3715;ECU;Ecuador;Santo Domingo de los Tsachilas;La Concordia;2-High Confidence;
PO1000007434;AGROINDUSTRIAS DEL SUR DEL CESAR LIMITADA;AGROINCE LTDA Y CIA SCA;AGROINCE LTDA Y CIA SCA;RSPO Certified;RSPO Certified, MB;07/10/2024;8,110308;-73,574628;8.110308, -73.574628;COL;Colombia;Cesar;Río de Oro;1-Fully Verified;
PO1000007436;GOODHOPE;AGRO BUKIT;MANGKALAPI;Not RSPO Certified;;07/10/2024;-3,452071;115,642476;-3.4520711, 115.642476;IDN;Indonesia;Kalimantan Selatan;Tanah Bumbu;2-High Confidence;ADISURYA CIPTA LESTARI
PO1000007437;MUSIM MAS;SINAR AGRO RAYA;SINAR AGRO RAYA;Not RSPO Certified;;07/10/2024;0,419917;101,756389;0.419917, 101.756389;IDN;Indonesia;Riau;Pelalawan;2-High Confidence;
PO1000007438;LA FABRIL;EXTRACTORA AGRICOLA RIO MANSO;EXTRACTORA LA COMUNA;Not RSPO Certified;;07/10/2024;0,32585;-79,3709;0.32585, -79.3709;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000007440;SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA);LUBOK ANTU PALM OIL MILL SDN BHD;LUBOK ANTU 1;Not RSPO Certified;;07/10/2024;1,168155;111,761971;1.168155, 111.761971;MYS;Malaysia;Sarawak;Sri Aman;1-Fully Verified;
PO1000007441;UNKNOWN;SINAR HALOMOAN;SINAR HALOMOAN;Not RSPO Certified;;07/10/2024;1,061727;99,834377;1.061727, 99.834377;IDN;Indonesia;Sumatera Utara;Padang Lawas;2-High Confidence;
PO1000007442;UNKNOWN;SULTRA PRIMA LESTARI;SULTRA PRIMA LESTARI;Not RSPO Certified;;07/10/2024;-3,451764;122,168248;-3.451764, 122.168248;IDN;Indonesia;Sulawesi Tenggara;Konawe Utara;1-Fully Verified;
PO1000007443;PPA KAPITAL;DUTA MENTARI RAYA;DUTA MENTARI RAYA;Not RSPO Certified;;07/10/2024;-0,34809;101,399069;-0.34809, 101.399069;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;SUN SAWIT
PO1000007444;KUB AGRO HOLDING SDN BHD;KUB MAJU MILL SDN BHD;KUB MAJU MILL;Not RSPO Certified;;07/10/2024;2,858111;111,930778;2.858111, 111.930778;MYS;Malaysia;Sarawak;Dalat;1-Fully Verified;
PO1000007447;UNKNOWN;OLEODAVILA;AGROPARAISO;Not RSPO Certified;;07/10/2024;-0,57461;-79,49826;-0.57461, -79.49826;ECU;Ecuador;Manabi;El Carmen;1-Fully Verified;
PO1000007448;UNKNOWN;SUMBER KENCANA INDO PALMA;SUMBER KENCANA INDO PALMA;Not RSPO Certified;;07/10/2024;-0,68269;102,5015;-0.68269, 102.5015;IDN;Indonesia;Riau;Indragiri Hulu;1-Fully Verified;
PO1000007449;MEDCO AGRO;MEDCO PAPUA HIJAU SELARAS;MEDCO PAPUA HIJAU SELARAS;Not RSPO Certified;;07/10/2024;-0,8104;133,595074;-0.8104, 133.595074;IDN;Indonesia;Papua Barat;Manokwari;1-Fully Verified;
PO1000007450;UNKNOWN;THANA PALM PRODUCTS CO., LTD;THANA PALM PRODUCTS CO., LTD.;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;9,29467;99,143943;9.29467, 99.143943;THA;Thailand;Surat Thani;Tha Chang;1-Fully Verified;
PO1000007453;UNKNOWN;CEMPAKA MAS ABADI GROUP;META EPSI AGRO;Not RSPO Certified;;07/10/2024;-2,60852;111,780488;-2.60852, 111.780488;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;1-Fully Verified;
PO1000007457;UNKNOWN;ANUGERAH TANI MAKMUR;ANUGERAH TANI MAKMUR;Not RSPO Certified;;07/10/2024;0,53622;101,602024;0.53622, 101.602024;IDN;Indonesia;Riau;Siak;1-Fully Verified;
PO1000007462;TANJUNG RHU PLANTATION;MITRA ABADIMAS SEJAHTERA;MITRA ABADIMAS SEJAHTERA;Not RSPO Certified;;07/10/2024;1,18186;109,438;1.18186, 109.438;IDN;Indonesia;Kalimantan Barat;Sambas;1-Fully Verified;
PO1000007463;UNKNOWN;KALIMANTAN AGRO PUSAKA;SUNGAI SEPETI;Not RSPO Certified;;07/10/2024;-0,829001;109,88604;-0.829001, 109.88604;IDN;Indonesia;Kalimantan Barat;Kayong Utara;1-Fully Verified;
PO1000007464;UNKNOWN;MITRASARI PRIMA;MITRASARI PRIMA;Not RSPO Certified;;07/10/2024;0,136306;101,705028;0.136306, 101.705028;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000007465;VICHITBHAN GROUP;VICHITBHAN PALMOIL PUBLIC COMPANY LTD;TUNGKA MILL;Not RSPO Certified;;07/10/2024;10,425073;99,130596;10.425073, 99.130596;THA;Thailand;Chumphon;Muang Chumphon;1-Fully Verified;
PO1000007466;LONSUM;PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA;KENCANA SARI;Not RSPO Certified;;07/10/2024;-3,638879;103,448379;-3.638879, 103.448379;IDN;Indonesia;Sumatera Selatan;Lahat;1-Fully Verified;
PO1000007467;BIMA PALMA;BIMA AGRI SAWIT;MUARA BULAN;RSPO Certified;RSPO Certified, MB;07/10/2024;1,263417;117,602556;1.263417, 117.602556;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000007468;UNKNOWN;ASIA SAWIT LESTARI;ASIA SAWIT LESTARI;Not RSPO Certified;;07/10/2024;-1,83758;103,379028;-1.83758, 103.379028;IDN;Indonesia;Jambi;Batang Hari;1-Fully Verified;
PO1000007469;UNKNOWN;SURYA GEMILANG AGRO MANDIRI;AGRO JAYA PERDANA;Not RSPO Certified;;07/10/2024;-1,271232;103,814442;-1.271232, 103.814442;IDN;Indonesia;Jambi;Tanjung Jabung T;1-Fully Verified;
PO1000007471;UNKNOWN;ASIAN PALM OIL COMPANY;ASIAN PALM OIL COMPANY;Not RSPO Certified;;07/10/2024;8,38274;98,716065;8.38274, 98.716065;THA;Thailand;Krabi;Ao Luk;1-Fully Verified;
PO1000007472;PROSPER GROUP;TAGAR PROPERTIES SDN BHD;TAGAR;Not RSPO Certified;;07/10/2024;3,43592;101,474097;3.43592, 101.474097;MYS;Malaysia;Selangor;Hulu Selangor;1-Fully Verified;
PO1000007473;UNKNOWN;MULTI AGRINDO SUMATERA;MULTI AGRINDO SUMATERA;Not RSPO Certified;;07/10/2024;3,348311;98,950331;3.348311, 98.950331;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;1-Fully Verified;
PO1000007474;MAKIN;BANYU KAHURIPAN INDONESIA;LALAN;Not RSPO Certified;;07/10/2024;-2,23413;104,332258;-2.23413, 104.332258;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;1-Fully Verified;
PO1000007475;UNKNOWN;NAMHONG PALM OIL CO.;NAMHONG PALM OIL CO.;Not RSPO Certified;;07/10/2024;8,26238;99,084503;8.26238, 99.084503;THA;Thailand;Krabi;Khao Phanom;1-Fully Verified;
PO1000007477;PTPN III;PERKEBUNAN NUSANTARA VII;BEKRI;Not RSPO Certified;;07/10/2024;-5,073927;105,134545;-5.073927, 105.134545;IDN;Indonesia;Lampung;Lampung Tengah;1-Fully Verified;
PO1000007478;NBPOL;NEW BRITAIN PALM OIL;NUMUNDO;RSPO Certified;RSPO Certified, IP;07/10/2024;-5,523764;150,0344;-5.523764, 150.0344;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007481;SUPERVENTURE;BINA MITRA MAKMUR;BINA MITRA MAKMUR;Not RSPO Certified;;07/10/2024;-1,49723;102,240672;-1.49723, 102.240672;IDN;Indonesia;Jambi;Bungo;1-Fully Verified;
PO1000007483;C.I BIOCOSTA S.A;BIOPLANTA PALMERA PARA EL DESARROLLO S.A.;BIOPLANTA PALMERA PARA EL DESARROLLO S.A.;Not RSPO Certified;;07/10/2024;7,567717;-76,61233;7.567717, -76.61233;COL;Colombia;Antioquia;Chigorodó;1-Fully Verified;
PO1000007485;CILIANDRY ANKY ABADI;BORNEO KETAPANG INDAH;BORNEO KETAPANG INDAH;Not RSPO Certified;;07/10/2024;-1,751747;115,044117;-1.751747, 115.044117;IDN;Indonesia;Kalimantan Tengah;Barito Timur;1-Fully Verified;
PO1000007486;UNKNOWN;BUDI NABATI PERKASA;BUDI NABATI PERKASA;Not RSPO Certified;;07/10/2024;-1,692028;102,160547;-1.692028, 102.160547;IDN;Indonesia;Jambi;Bungo;1-Fully Verified;PKS 7 BUNGO
PO1000007489;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;CINI 2;Not RSPO Certified;;07/10/2024;3,395214;102,9681;3.395214, 102.9681;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000007490;UNKNOWN;GODREJ AGROVET LTD;CHINTAMPALLI;Not RSPO Certified;;07/10/2024;17,20973;80,94;17.20973, 80.94;IND;India;Telangana;Khammam;1-Fully Verified;
PO1000007492;J.A. WATTIE (JAWA);CONDONG GARUT;CONDONG GARUT;Not RSPO Certified;;07/10/2024;-7,59417;107,66;-7.59417, 107.66;IDN;Indonesia;Jawa Barat;Garut;1-Fully Verified;
PO1000007493;UNKNOWN;CORPORACION AGROINDUSTRIAL DE PALMICULTORES, S.A.(CORAPSA);CORPORACION AGROINDUSTRIAL DE PALMICULTORES, S.A.(CORAPSA);Not RSPO Certified;;07/10/2024;15,70294;-87,566556;15.70294, -87.566556;HND;Honduras;Atlántida;Tela;1-Fully Verified;
PO1000007494;UNKNOWN;CORPORACION INDUSTRIAL BARU S.A. (CIBA S.A.);CORPORACION INDUSTRIAL BARU S.A. (CIBA S.A.);Not RSPO Certified;;07/10/2024;8,42464;-82,788639;8.42464, -82.788639;PAN;Panama;Chiriquí;Alanje;1-Fully Verified;
PO1000007496;UNKNOWN;DHARMASRAYA SAWIT LESTARI;DHARMASRAYA SAWIT LESTARI;Not RSPO Certified;;07/10/2024;-1,149817;101,740183;-1.149817, 101.740183;IDN;Indonesia;Sumatera Barat;Dharmasraya;1-Fully Verified;
PO1000007497;DOUBLE DYNASTY SDN BHD;DD PALM OIL MILL SDN BHD;DD PALM;Not RSPO Certified;;07/10/2024;3,14292;113,310333;3.14292, 113.310333;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000007500;UNKNOWN;EBASA;EXTRACTORA DEL BARU;Not RSPO Certified;;07/10/2024;8,319;-82,823919;8.319, -82.823919;PAN;Panama;Chiriquí;Barú;1-Fully Verified;
PO1000007502;OLEOFLORES;EXTRACTORA MARIA LA BAJA S.A.;EXTRACTORA MARIA LA BAJA S.A.;Not RSPO Certified;;07/10/2024;9,9235;-75,327607;9.9235, -75.327607;COL;Colombia;Bolívar;María la Baja;1-Fully Verified;
PO1000007503;UNKNOWN;THACHANG PALM INDUSTRY;THACHANG PALM INDUSTRY;RSPO Certified;RSPO Certified, MB;07/10/2024;9,282102;99,138781;9.282102, 99.138781;THA;Thailand;Surat Thani;Tha Chang;1-Fully Verified;
PO1000007504;GRUPO HAME;PALMAS DEL HORIZONTE S.A. ;AGROSERVICIOS EL TRIUNFO S.A.;RSPO Certified;RSPO Certified, IP;07/10/2024;14,564833;-91,938944;14.564833, -91.938944;GTM;Guatemala;Quezaltenango;Coatepeque;1-Fully Verified;
PO1000007505;SOUTHERN GROUP;SOUTHERN REALTY (MALAYA) SDN BHD;FERMANAGH;Not RSPO Certified;;07/10/2024;2,650057;101,658622;2.650057, 101.658622;MYS;Malaysia;Selangor;Sepang;1-Fully Verified;
PO1000007507;UNKNOWN;THACHANA PALM OIL CO., LTD;THACHANA PALM OIL CO., LTD.;Not RSPO Certified;;07/10/2024;9,60608;99,124189;9.60608, 99.124189;THA;Thailand;Surat Thani;Tha Chana;1-Fully Verified;
PO1000007508;UNKNOWN;GEMILANG SAWIT LESTARI;GEMILANG SAWIT LESTARI;Not RSPO Certified;;07/10/2024;-0,45481;101,827;-0.45481, 101.827;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000007509;UNKNOWN;GOLDEN OILINDO NUSANTARA;GOLDEN OILINDO NUSANTARA;Not RSPO Certified;;07/10/2024;-3,1192;104,694516;-3.1192, 104.694516;IDN;Indonesia;Sumatera Selatan;Ogan Ilir;1-Fully Verified;
PO1000007510;UNKNOWN;THAI EASTERN TRAT CO;THAI EASTERN TRAT CO;RSPO Certified;RSPO Certified, MB;07/10/2024;12,301469;102,46227;12.301469, 102.46227;THA;Thailand;Trat;Muang Trat;1-Fully Verified;
PO1000007511;SARIMAS;TRI BAKTI SARIMAS;IBUL;Not RSPO Certified;;07/10/2024;-0,860278;101,750833;-0.860278, 101.750833;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000007512;VICHITBHAN GROUP;VICHITBHAN PALMOIL PUBLIC COMPANY LTD;THASAE MILL;Not RSPO Certified;;07/10/2024;10,69561;99,203191;10.69561, 99.203191;THA;Thailand;Chumphon;Tha Sae;1-Fully Verified;
PO1000007514;UNKNOWN;THASAE CO-OP;THASAE CO-OP;RSPO Certified;RSPO Certified, MB;07/10/2024;10,71182;99,143782;10.71182, 99.143782;THA;Thailand;Chumphon;Tha Sae;1-Fully Verified;
PO1000007515;AHMAD ZAKI RESOURCES BERHAD;ICHTIAR GUSTI PUDI;ICHTIAR GUSTI PUDI;Not RSPO Certified;;07/10/2024;0,23495;109,852133;0.23495, 109.852133;IDN;Indonesia;Kalimantan Barat;Landak;1-Fully Verified;
PO1000007519;TRINITY INTERLINK;TRINITY PALMAS PLANTATION;TRINITY PALMAS PLANTATION;Not RSPO Certified;;07/10/2024;-2,0579;119,344864;-2.0579, 119.344864;IDN;Indonesia;Sulawesi Barat;Mamuju;1-Fully Verified;
PO1000007520;UNKNOWN;PALM PATTANA SOUTHERN BORDER CO., LTD;PALM PATTANA SOUTHERN BORDER;Not RSPO Certified;;07/10/2024;6,81496;101,153168;6.81496, 101.153168;THA;Thailand;Pattani;Nong Chik;1-Fully Verified;
PO1000007522;NBPOL;NEW BRITAIN PALM OIL;WARASTON;RSPO Certified;RSPO Certified, IP;07/10/2024;-5,4857;150,0853;-5.4857, 150.0853;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007523;PT SUMBER BUDI AGUNG;PT SUMBER BUDI AGUNG;PT SUMBER BUDI AGUNG;Not RSPO Certified;;07/10/2024;0,478069;101,600256;0.478069, 101.600256;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000007524;UNKNOWN;JABAL PERKASA;JABAL PERKASA;Not RSPO Certified;;07/10/2024;1,06108;100,131917;1.06108, 100.131917;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007526;SERI BANDAR PALM OIL MILL SDN BHD ;SERI BANDAR PALM OIL MILL SDN BHD ;SERI BANDAR PALM OIL MILL SDN BHD ;Not RSPO Certified;;07/10/2024;2,845865;101,467214;2.845865, 101.467214;MYS;Malaysia;Selangor;Kuala Langat;1-Fully Verified;
PO1000007527;FELCRA BERHAD;FELCRA JAYAPUTRA SDN BHD;JAYAPUTRA;Not RSPO Certified;;07/10/2024;3,982938;102,222483;3.982938, 102.222483;MYS;Malaysia;Pahang;Jerantut;1-Fully Verified;
PO1000007528;KENCANA AGRI;AGRI EASTBORNEO KENCANA;AGRI EASTBORNEO KENCANA;Not RSPO Certified;;07/10/2024;0,134167;116,9161;0.134167, 116.9161;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000007529;UNKNOWN;VAREM SAWIT CEMERLANG;VAREM SAWIT CEMERLANG;Not RSPO Certified;;07/10/2024;2,665007;99,667418;2.665007, 99.667418;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000007530;KILANG KELAPA SAWIT JERANTUT SDN BHD;KILANG KELAPA SAWIT JERANTUT SDN BHD;JERANTUT;Not RSPO Certified;;07/10/2024;3,862045;102,345482;3.862045, 102.345482;MYS;Malaysia;Pahang;Jerantut;1-Fully Verified;
PO1000007531;UNKNOWN;PALMICULTORES DEL NORTE S.A.S.;PALMICULTORES DEL NORTE (PALNORTE) S.A.S.;Not RSPO Certified;;07/10/2024;8,53507;-72,63589;8.53507, -72.63589;COL;Colombia;Norte de Santander;Tibú;1-Fully Verified;
PO1000007532;TRIPUTRA AGRO PERSADA;BUANA HIJAU ABADI;BUANA HIJAU ABADI;Not RSPO Certified;;07/10/2024;0,51795;111,583783;0.51795, 111.583783;IDN;Indonesia;Kalimantan Barat;Sintang;2-High Confidence;
PO1000007533;GAMA PLANTATIONS;WAWASAN KEBUN NUSANTARA;SUNGAI KUMBAH;Not RSPO Certified;;07/10/2024;1,26689;109,817139;1.26689, 109.817139;IDN;Indonesia;Kalimantan Barat;Bengkayang;1-Fully Verified;
PO1000007534;LYMAN AGRO;KALIMANTAN SANGGAR PUSAKA;KALIMANTAN SANGGAR PUSAKA;Not RSPO Certified;;07/10/2024;0,08311;111,19205;0.08311, 111.19205;IDN;Indonesia;Kalimantan Barat;Sekadau;1-Fully Verified;
PO1000007535;SAMTAN;PALMINDO MITRA LESTARI;PALMINDO MITRA LESTARI;Not RSPO Certified;;07/10/2024;-1,98953;105,89459;-1.98953, 105.89459;IDN;Indonesia;Bangka Belitung;Bangka;1-Fully Verified;
PO1000007536;SIN HUAT HIN;SIN HUAT HIN;SIN HUAT HIN PALM OIL MILL (KUALA SELANGOR) SDN BHD;Not RSPO Certified;;07/10/2024;3,344606;101,291608;3.344606, 101.291608;MYS;Malaysia;Selangor;Kuala Selangor;1-Fully Verified;KAMPUNG KUANTAN BHD
PO1000007537;UNKNOWN;CAHAYA INTI SAWIT;CAHAYA INTI SAWIT;Not RSPO Certified;;07/10/2024;1,440833;100,291111;1.440833, 100.291111;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;1-Fully Verified;
PO1000007538;WEE TEE TONG PLANTATIONS SDN BHD;WEE TEE TONG PALM OIL MILL SDN BHD;WEE TEE TONG;Not RSPO Certified;;07/10/2024;5,66281;117,81144;5.66281, 117.81144;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000007539;NBPOL;NEW BRITAIN PALM OIL;KAPIURA;RSPO Certified;RSPO Certified, IP;07/10/2024;-5,624083;150,6847;-5.624083, 150.6847;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007540;UNKNOWN;PALUTA INTI SAWIT;PALUTA INTI SAWIT;Not RSPO Certified;;07/10/2024;1,55403;99,835694;1.55403, 99.835694;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;1-Fully Verified;
