UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO Type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000002415;UNKNOWN;THAITALLOW AND OIL CO.LTD;THAITALLOW AND OIL CO.LTD (SITE 1);RSPO Certified;RSPO Certified, IP, MB;07/10/2024;8,533647;99,104283;8.5336472, 99.104283;THA;Thailand;Surat Thani;Prasaeng;1-Fully Verified;
PO1000002439;GENTING PLANTATIONS;GENTING PLANTATIONS BHD;GENTING AYER ITEM;RSPO Certified;RSPO Certified, IP;07/10/2024;1,856092;103,209291;1.856092, 103.209291;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000002459;UNKNOWN;ACEITES Y DERIVADOS S.A.;ACEITES Y DERIVADOS S.A. (ACEYDESA);Not RSPO Certified;;07/10/2024;15,824403;-85,896528;15.8244028, -85.896528;HND;Honduras;Colón;Trujillo;1-Fully Verified;
PO1000002490;UNKNOWN;SRIJAROEN PALM OIL CO.,LTD;SRIJAROEN PALM OIL CO.,LTD.;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;8,290611;99,055194;8.290611, 99.055194;THA;Thailand;Krabi;Khao Phanom;1-Fully Verified;
PO1000002491;ROYAL GOLDEN EAGLE;INTI INDOSAWIT SUBUR;UKUI II;RSPO Certified;RSPO Certified, IP;07/10/2024;-0,277042;102,116078;-0.277042, 102.116078;IDN;Indonesia;Riau;Indragiri Hulu;1-Fully Verified;
PO1000002520;PTPN III;PERKEBUNAN NUSANTARA IV;PABATU;RSPO Certified;RSPO Certified, MB;07/10/2024;3,286111;99,109167;3.286111, 99.109167;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;1-Fully Verified;
PO1000002539;PTPN III;PERKEBUNAN NUSANTARA IV;DOLOK ILIR;RSPO Certified;RSPO Certified, MB;07/10/2024;3,120417;99,159067;3.120417, 99.159067;IDN;Indonesia;Sumatera Utara;Simalungun;1-Fully Verified;
PO1000002543;TIAN SIANG HOLDINGS SDN BHD;TIAN SIANG OILL MILL (AIR KUNING) SDN BHD;TIAN SIANG AIR KUNING;RSPO Certified;RSPO Certified, MB;07/10/2024;4,1614;101,1648;4.1614, 101.1648;MYS;Malaysia;Perak;Batang Padang;1-Fully Verified;
PO1000002607;ROYAL GOLDEN EAGLE;INTI INDOSAWIT SUBUR;TANJUNG SELAMAT;RSPO Certified;RSPO Certified, MB;07/10/2024;2,128889;100,008889;2.128889, 100.008889;IDN;Indonesia;Sumatera Utara;Labuhanbatu;1-Fully Verified;
PO1000002608;ROYAL GOLDEN EAGLE;GUNUNG MELAYU;GUNUNG MELAYU II;RSPO Certified;RSPO Certified, MB;07/10/2024;2,749444;99,469722;2.749444, 99.469722;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000002609;ROYAL GOLDEN EAGLE;SAUDARA SEJATI LUHUR;GUNUNG MELAYU I;RSPO Certified;RSPO Certified, MB;07/10/2024;2,791667;99,598333;2.791667, 99.598333;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000002631;FIRST RESOURCES;ARINDO TRISEJAHTERA;ARINDO TRI SEJAHTERA;Not RSPO Certified;;07/10/2024;0,580556;100,926111;0.580556, 100.926111;IDN;Indonesia;Riau;Kampar;1-Fully Verified;MALIM
PO1000002637;FIRST RESOURCES;MERIDAN SEJATISURYA PLANTATION;MERIDAN SEJATI SURYA PLANTATION;RSPO Certified;RSPO Certified, IP;07/10/2024;0,538028;101,729888;0.5380278, 101.729888;IDN;Indonesia;Riau;Siak;1-Fully Verified;
PO1000002651;SALIM GROUP;IDRIPLANT;NAPAL;Not RSPO Certified;;07/10/2024;-0,677472;101,913583;-0.677472, 101.913583;IDN;Indonesia;Riau;Indragiri Hulu;1-Fully Verified;
PO1000002653;SALIM GROUP;SERIKAT PUTRA;LUBUK RAJA;Not RSPO Certified;;07/10/2024;0,1263;102,126247;0.1263, 102.126247;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000002676;GOODHOPE;AGRO INDOMAS;SUNGAI PURUN;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;-2,524252;112,4168;-2.524252, 112.4168;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000002677;GOODHOPE;AGRO INDOMAS;TERAWAN;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,559957;112,3736;-2.559957, 112.3736;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000002706;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD GRADIENT SDN BHD;NAK;RSPO Certified;RSPO Certified, MB;07/10/2024;5,900126;117,854233;5.900126, 117.854233;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000002746;GRUPO NUMAR;COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.;COTO 54 GUAYCARA, COTO MILL;RSPO Certified;RSPO Certified, IP;07/10/2024;8,629799;-83,002992;8.629799, -83.002992;CRI;Costa Rica;Puntarenas;Golfito;1-Fully Verified;
PO1000002766;GRUPO NUMAR;COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.;AGRIALIM S.A.;RSPO Certified;RSPO Certified, MB;07/10/2024;9,533781;-84,283963;9.533781, -84.283963;CRI;Costa Rica;Puntarenas;Parrita;1-Fully Verified;
PO1000002767;GRUPO NUMAR;COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.;COTO 54 AGUIRRE, NARANJO MILL;RSPO Certified;RSPO Certified, IP;07/10/2024;9,40719;-84,085971;9.40719, -84.085971;CRI;Costa Rica;Puntarenas;Aguirre;1-Fully Verified;
PO1000002779;UNKNOWN;OLAM INTERNATIONAL LTD;OLAM INTERNATIONAL LTD;RSPO Certified;RSPO Certified, IP;07/10/2024;-0,021987;10,197727;-0.021987, 10.197727;GAB;Gabon;Estuaire;Komo;3-Low Confidence;
PO1000002799;KWANTAS CORPORATION BERHAD;KWANTAS OIL SDN BHD;HARANKY;Not RSPO Certified;;07/10/2024;5,212991;118,064423;5.2129912, 118.064423;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000002813;UNKNOWN;TRANG PALM OIL  CO.,LTD;TRANG PALM OIL CO.;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;7,5555;99,438917;7.5555, 99.438917;THA;Thailand;Trang;Sikao;1-Fully Verified;
PO1000002872;NATURACEITES S.A.;NATURACEITES S.A.;PATAXTE;Not RSPO Certified;;07/10/2024;15,3448;-89,2918;15.3448, -89.2918;GTM;Guatemala;Izabal;El Estor;1-Fully Verified;
PO1000002895;KUALA LUMPUR KEPONG (KLK);STEELINDO WAHANA PERKASA;STEELINDO WAHANA PERKASA;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;-2,723503;108,062656;-2.723503, 108.062656;IDN;Indonesia;Bangka Belitung;Belitung Timur;1-Fully Verified;
PO1000002913;ROYAL GOLDEN EAGLE;RIGUNAS AGRI UTAMA;BUNGO TEBO;Not RSPO Certified;;07/10/2024;-1,346526;102,456315;-1.346526, 102.456315;IDN;Indonesia;Jambi;Tebo;1-Fully Verified;
PO1000002917;UNILEVER GHANA/ GOVERNMENT;TWIFO OIL PALM PLANTATIONS LTD;UGL (TOPP);RSPO Certified;RSPO Certified, MB;07/10/2024;5,54317;-1,542952;5.54317, -1.542952;GHA;Ghana;Central;Lower Denkyira;1-Fully Verified;
PO1000002998;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KEMAHANG;Not RSPO Certified;;07/10/2024;5,866111;102,005556;5.866111, 102.005556;MYS;Malaysia;Kelantan;Tanah Merah;1-Fully Verified;
PO1000003004;ROYAL GOLDEN EAGLE;HARI SAWIT JAYA;NEGERI LAMA II;RSPO Certified;RSPO Certified, IP;07/10/2024;2,359722;100,035278;2.359722, 100.035278;IDN;Indonesia;Sumatera Utara;Labuhanbatu;1-Fully Verified;
PO1000003031;UNKNOWN;PALMERAS DE LA COSTA S.A.;PALMERAS DE LA COSTA;RSPO Certified;RSPO Certified, IP;07/10/2024;10,101325;-74,0101;10.101325, -74.0101;COL;Colombia;Cesar;El Copey;1-Fully Verified;
PO1000003038;UNKNOWN;CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LTD;CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED MILL;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;10,841667;99,221222;10.841667, 99.221222;THA;Thailand;Chumphon;Tha Sae;1-Fully Verified;
PO1000003045;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;ARING A;Not RSPO Certified;;07/10/2024;4,940833;102,364167;4.940833, 102.364167;MYS;Malaysia;Kelantan;Gua Musang;1-Fully Verified;
PO1000003100;HAP SENG PLANTATIONS HOLDINGS BERHAD;JEROCO PLANTATIONS SDN BHD;JEROCO 2;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;5,431112;118,417224;5.431112, 118.417224;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003112;PTPN III;PERKEBUNAN NUSANTARA III;SISUMUT;RSPO Certified;RSPO Certified, MB;07/10/2024;1,964028;100,108167;1.964028, 100.108167;IDN;Indonesia;Sumatera Utara;Labuhanbatu Selatan;1-Fully Verified;
PO1000003115;MRICOP;MONG RETHTHY INVESTMENT CAMBODIA OIL PALM CO., LTD;MONORUM PALM OIL MILL;RSPO Certified;RSPO Certified, IP;07/10/2024;10,909361;103,8345;10.909361, 103.8345;KHM;Cambodia;Krong Preah Sihanouk;Prey Nob;1-Fully Verified;
PO1000003116;GRUPO JAREMAR;COMPAÑÍA AGRICOLA INDUSTRIAL CEIBEÑA S.A.  (CAICESA);COMPAÑÍA AGRICOLA INDUSTRIAL CEIBEÑA S.A.  (CAICESA);Not RSPO Certified;;07/10/2024;15,688722;-87,065111;15.6887222, -87.065111;HND;Honduras;Atlántida;San Francisco;1-Fully Verified;
PO1000003117;GRUPO JAREMAR;AGRICOLA TORNABE SA DE CV (AGROTOR);AGRICOLA TORNABE SA DE CV (AGROTOR);RSPO Certified;RSPO Certified, MB;07/10/2024;15,732019;-87,58903;15.7320194, -87.58903;HND;Honduras;Atlántida;Tela;1-Fully Verified;
PO1000003120;CITRA BORNEO INDAH (CBI);SAWIT SUMBERMAS SARANA;SELANGKUN;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,417222;111,554722;-2.4172222, 111.554722;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;1-Fully Verified;
PO1000003150;WILMAR GROUP;MENTAYA SAWIT MAS;MENTAYA SAWIT MAS;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,16469;112,56942;-2.16469, 112.56942;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;2-High Confidence;
PO1000003177;PALMAR DEL ORIENTE / ALIANZA TEAM;EXTRACTORA DEL SUR DE CASANARE S.A.S.;EXTRACTORA DEL SUR DE CASANARE S.A.S.;RSPO Certified;RSPO Certified, MB;07/10/2024;4,493442;-72,844307;4.493442, -72.844307;COL;Colombia;Casanare;Villanueva;1-Fully Verified;
PO1000003196;FGV HOLDINGS BERHAD;PONTIAN UNITED PLANTATIONS BHD;PONTIAN FICO;Not RSPO Certified;;07/10/2024;5,423837;118,145415;5.423837, 118.145415;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003210;PTPN III;PERKEBUNAN NUSANTARA IV;GUNUNG BAYU;RSPO Certified;RSPO Certified, MB;07/10/2024;3,144075;99,37348;3.144075, 99.37348;IDN;Indonesia;Sumatera Utara;Simalungun;1-Fully Verified;
PO1000003254;CARGILL;HINDOLI;MUKUT;RSPO Certified;RSPO Certified, IP;07/10/2024;-2,441389;104,419444;-2.441389, 104.419444;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;1-Fully Verified;
PO1000003257;CITRA BORNEO INDAH (CBI);MITRA MENDAWAI SEJATI;SUAYAP;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,265253;111,723078;-2.2652528, 111.723078;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;1-Fully Verified;
PO1000003258;CITRA BORNEO INDAH (CBI);KALIMANTAN SAWIT ABADI;NATAI BARU;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,60415;111,66735;-2.60415, 111.66735;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Barat;2-High Confidence;
PO1000003262;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TERSANG;Not RSPO Certified;;07/10/2024;4,106944;101,801389;4.106944, 101.801389;MYS;Malaysia;Pahang;Lipis;1-Fully Verified;
PO1000003324;OLEOFLORES;GRUPO OLEOFLORES;OLEOFLORES;RSPO Certified;RSPO Certified, MB;07/10/2024;10,097972;-73,235556;10.097972, -73.235556;COL;Colombia;Cesar;La Paz;1-Fully Verified;
PO1000003333;GOODHOPE;AGRO BUKIT;SUNGAI BINTI;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,56225;112,768067;-2.56225, 112.768067;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000003359;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;MAOKIL;RSPO Certified;RSPO Certified, MB;07/10/2024;2,29123;102,995553;2.29123, 102.995553;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000003414;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;AIR TAWAR;Not RSPO Certified;;07/10/2024;1,666944;104,026944;1.666944, 104.026944;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000003486;WILMAR GROUP;RIMBA HARAPAN SAKTI;RIMBA HARAPAN SAKTI;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,835778;112,57178;-2.835778, 112.57178;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000003491;BUMITAMA GUNAJAYA AGRO (BGA);GUNAJAYA KARYA GEMILANG;KENDAWANGAN;RSPO Certified;RSPO Certified, MB;07/10/2024;-2,445833;110,265833;-2.445833, 110.265833;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000003496;KRETAM HOLDINGS BERHAD;SYARIKAT KRETAM MILL SDN BHD;KRETAM;RSPO Certified;RSPO Certified, IP;07/10/2024;5,657167;117,837528;5.657167, 117.837528;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003497;PASIFIK AGRO SENTOSA;MITRA ANEKA REZEKI;BANYUASIN;Not RSPO Certified;;07/10/2024;-2,722018;104,358599;-2.722018, 104.358599;IDN;Indonesia;Sumatera Selatan;Banyu Asin;1-Fully Verified;MITRA ANEKA REZEKI
PO1000003666;UNKNOWN;PITAK PALM OIL CO.;PITAK PALM OIL CO.;RSPO Certified;RSPO Certified, IP, MB;07/10/2024;7,74324;99,309558;7.74324, 99.309558;THA;Thailand;Trang;Sikao;1-Fully Verified;
PO1000003712;ACE AGRICULTURAL SDN BHD;ACE OIL MILL SDN BHD;ACE OIL MILL;Not RSPO Certified;;07/10/2024;2,911917;102,779806;2.911917, 102.779806;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003713;ACHI JAYA PLANTATIONS SDN BHD;ACHI JAYA PLANTATIONS SDN BHD;JOHOR LABIS;Not RSPO Certified;;07/10/2024;2,251472;103,051306;2.251472, 103.051306;MYS;Malaysia;Johor;Segamat;2-High Confidence;
PO1000003714;ALTO SDN BHD;ALAMBUMI PALM OIL MILL SDN BHD;ALAMBUMI;Not RSPO Certified;;07/10/2024;3,585436;113,670645;3.585436, 113.670645;MYS;Malaysia;Sarawak;Miri;1-Fully Verified;
PO1000003715;ARAH KAWASAN SDN BHD;ARAH KAWASAN SDN BHD;ARAH KAWASAN;Not RSPO Certified;;07/10/2024;5,278791;100,686093;5.278791, 100.686093;MYS;Malaysia;Kedah;Bandar Baharu;1-Fully Verified;
PO1000003716;AWAN TIMUR GROUP;AWAN TIMUR PALM OIL MILL RESOURCES (PERAK) SDN BHD;AWAN TIMUR;Not RSPO Certified;;07/10/2024;4,531477;100,730584;4.531477, 100.730584;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000003717;MALAYSIAN KUWAIT INVESTMENT CO. SDN BHD;BALUNG PALM OIL MILL SDN BHD;BALUNG;Not RSPO Certified;;07/10/2024;4,379055;118,186119;4.379055, 118.186119;MYS;Malaysia;Sabah;Tawau;2-High Confidence;
PO1000003718;BAN DUNG PALM OIL INDUSTRIES SDN BHD;BAN DUNG PALM OIL INDUSTRIES SDN BHD;BAN DUNG;Not RSPO Certified;;07/10/2024;2,045553;102,879797;2.045553, 102.879797;MYS;Malaysia;Johor;Batu Pahat;1-Fully Verified;
PO1000003719;BBC HOLDINGS (SARAWAK) SDN BHD;BBC PALM OIL MILL SDN BHD;BBC;Not RSPO Certified;;07/10/2024;3,063214;113,068154;3.063214, 113.068154;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000003720;NGIN KONG GROUP;BEAUFORT PALM OIL MILL SDN BHD;BEAUFORT;Not RSPO Certified;;07/10/2024;5,308611;115,705;5.308611, 115.705;MYS;Malaysia;Sabah;Beaufort;1-Fully Verified;
PO1000003721;BELL GROUP;SYARIKAT PERUSAHAAN KELAPA SAWIT SDN BHD;SYARIKAT PERUSAHAAN KELAPA SAWIT;Not RSPO Certified;;07/10/2024;2,166967;103,058453;2.166967, 103.058453;MYS;Malaysia;Johor;Segamat;2-High Confidence;
PO1000003723;UNITED PLANTATIONS;UNITED PLANTATIONS BHD;LIMA BLAS;Not RSPO Certified;;07/10/2024;3,7922;101,3519;3.7922, 101.3519;MYS;Malaysia;Selangor;Hulu Selangor;1-Fully Verified;
PO1000003724;BELL GROUP;BELL PALM INDUSTRIES SDN BHD;BELL PALM INDUSTRIES;Not RSPO Certified;;07/10/2024;1,916778;102,89175;1.916778, 102.89175;MYS;Malaysia;Johor;Batu Pahat;1-Fully Verified;
PO1000003725;BORNEO AGRO-RESOURCES SDN BHD;BORNEO AGRO-RESOURCES SDN BHD;BORNEO AGRO-RESOURCES;Not RSPO Certified;;07/10/2024;3,276304;113,426606;3.276304, 113.426606;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000003726;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;APAS BALUNG;Not RSPO Certified;;07/10/2024;4,371767;118,101486;4.371767, 118.101486;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000003727;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;BORNEO SAMUDERA SDN BHD (KUNAK MILL);Not RSPO Certified;;07/10/2024;4,75734;118,138401;4.75734, 118.138401;MYS;Malaysia;Sabah;Kunak;1-Fully Verified;
PO1000003728;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;LANGKON;Not RSPO Certified;;07/10/2024;6,571735;116,708337;6.571735, 116.708337;MYS;Malaysia;Sabah;Kota Marudu;2-High Confidence;
PO1000003729;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;LUMADAN;Not RSPO Certified;;07/10/2024;5,256014;115,656269;5.256014, 115.656269;MYS;Malaysia;Sabah;Beaufort;1-Fully Verified;
PO1000003731;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SERUDUNG;Not RSPO Certified;;07/10/2024;4,357696;117,35908;4.357696, 117.35908;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000003732;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SANDAU;Not RSPO Certified;;07/10/2024;5,204328;118,134136;5.204328, 118.134136;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003733;SAWIT KINABALU SDN BHD;SAWIT KINABALU SDN BHD;SEBRANG;Not RSPO Certified;;07/10/2024;4,989722;118,555103;4.989722, 118.555103;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003734;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD EMASTULIN SDN BHD;SEGARIA;RSPO Certified;RSPO Certified, IP;07/10/2024;4,48163;118,39817;4.48163, 118.39817;MYS;Malaysia;Sabah;Semporna;1-Fully Verified;
PO1000003735;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD PELITA KANOWIT OIL MILL SDN BHD;PELITA KANOWIT;Not RSPO Certified;;07/10/2024;2,163581;112,099521;2.163581, 112.099521;MYS;Malaysia;Sarawak;Kanowit;1-Fully Verified;
PO1000003736;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD RIMBA NILAI SDN BHD;RIMBA NILAI;Not RSPO Certified;;07/10/2024;6,257292;117,313204;6.257292, 117.313204;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003737;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD RIMBA NILAI SDN BHD;SEGAMAHA;RSPO Certified;RSPO Certified, MB;07/10/2024;5,210414;117,80966;5.210414, 117.80966;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000003738;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD TELOK SENGAT SDN BHD;TELOK SENGAT;RSPO Certified;RSPO Certified, MB;07/10/2024;1,566934;104,044935;1.566934, 104.044935;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000003739;KILANG KELAPA SAWIT SELUMPUR SDN BHD;KILANG KELAPA SAWIT SELUMPUR SDN BHD;SELUMPUR;Not RSPO Certified;;07/10/2024;2,6663;102,807;2.6663, 102.807;MYS;Malaysia;Johor;Segamat;1-Fully Verified;
PO1000003740;CAM RESOURCES BERHAD;CENTRAL PALM OIL MILL SDN BHD;CENTRAL;Not RSPO Certified;;07/10/2024;4,891535;100,668979;4.891535, 100.668979;MYS;Malaysia;Perak;Larut and Matang;1-Fully Verified;
PO1000003741;IJM PLANTATIONS BERHAD;IJM EDIBLE OILS SDN BHD;SABANG 1;Not RSPO Certified;;07/10/2024;6,2338;117,5288;6.2338, 117.5288;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003742;MHC PLANTATIONS BHD;CEPATWAWASAN GROUP BHD;PROLIFIC YIELD;Not RSPO Certified;;07/10/2024;5,717481;117,827607;5.717481, 117.827607;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000003743;CLASSIC PALM OIL MILL SDN BHD;CLASSIC PALM OIL MILL SDN BHD;CLASSIC;Not RSPO Certified;;07/10/2024;2,600889;102,624639;2.600889, 102.624639;MYS;Malaysia;Negeri Sembilan;Tampin;1-Fully Verified;
PO1000003745;LKPP CORPORATION SDN BHD;DOMINION SQUARE SDN BHD;DOMINION SQUARE;Not RSPO Certified;;07/10/2024;3,619765;103,160623;3.619765, 103.160623;MYS;Malaysia;Pahang;Kuantan;1-Fully Verified;
PO1000003746;DUPONT & LEOSK ENTERPRISES;DUPONT & LEOSK ENTERPRISES SDN BHD;GEDOK MAS;Not RSPO Certified;;07/10/2024;2,577947;102,423929;2.577947, 102.423929;MYS;Malaysia;Negeri Sembilan;Tampin;1-Fully Verified;
PO1000003747;NEGRI SEMBILAN OIL PALMS BOARD;ENG THYE PLANTATIONS BHD;LADANG GULA;Not RSPO Certified;;07/10/2024;4,954957;100,468919;4.954957, 100.468919;MYS;Malaysia;Perak;Kerian;1-Fully Verified;
PO1000003749;RISDA ESTATES SDN BHD;RISDA ESTATES SDN BHD;RISDA SG AMBAT;Not RSPO Certified;;07/10/2024;2,194746;103,87798;2.194746, 103.87798;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003750;RISDA ESTATES SDN BHD;RISDA ESTATES SDN BHD;RISDA ULU KERATONG;Not RSPO Certified;;07/10/2024;2,737472;102,910556;2.737472, 102.910556;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003751;BOUSTEAD PLANTATIONS BERHAD;EVER YIELD TRADING SDN BHD;EVER YIELD KKS;Not RSPO Certified;;07/10/2024;5,645967;117,328;5.645967, 117.328;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000003752;FAR EAST HOLDINGS BERHAD;KILANG SAWIRA MAKMUR SDN BHD;SAWIRA MAKMUR;Not RSPO Certified;;07/10/2024;2,967583;103,092444;2.967583, 103.092444;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000003753;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA BUKIT KEPONG;Not RSPO Certified;;07/10/2024;2,390676;102,881994;2.390676, 102.881994;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000003754;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA MARAN;Not RSPO Certified;;07/10/2024;3,570918;102,685688;3.570918, 102.685688;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000003755;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA NASARUDDIN;Not RSPO Certified;;07/10/2024;4,323522;100,938307;4.323522, 100.938307;MYS;Malaysia;Perak;Perak Tengah;1-Fully Verified;
PO1000003756;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA SEBERANG PERAK;Not RSPO Certified;;07/10/2024;4,148111;100,839765;4.148111, 100.839765;MYS;Malaysia;Perak;Perak Tengah;1-Fully Verified;
PO1000003757;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA SUNGAI MELIKAI;Not RSPO Certified;;07/10/2024;2,388242;103,801396;2.388242, 103.801396;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003758;FELCRA BERHAD;FELCRA PROCESSING & ENGINEERING SDN BHD;FELCRA PROCESSING & ENGINEERING;Not RSPO Certified;;07/10/2024;3,999611;101,167028;3.999611, 101.167028;MYS;Malaysia;Perak;Hilir Perak;1-Fully Verified;
PO1000003759;FELCRA BERHAD;FELCRA JAYA SAMARAHAN SDN BHD;FELCRA JAYA SAMARAHAN;Not RSPO Certified;;07/10/2024;1,390556;110,455461;1.390556, 110.455461;MYS;Malaysia;Sarawak;Samarahan;1-Fully Verified;
PO1000003760;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;CHINI 3;RSPO Certified;RSPO Certified, MB;07/10/2024;3,366486;102,931272;3.366486, 102.931272;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000003761;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;JERAGAN BISTARI;Not RSPO Certified;;07/10/2024;5,351045;119,143998;5.351045, 119.143998;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000003766;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;SAMPADI;Not RSPO Certified;;07/10/2024;1,619547;109,948545;1.619547, 109.948545;MYS;Malaysia;Sarawak;Lundu;1-Fully Verified;
PO1000003767;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TENGGAROH;RSPO Certified;RSPO Certified, MB;07/10/2024;2,05401;103,933;2.05401, 103.933;MYS;Malaysia;Johor;Mersing;2-High Confidence;
PO1000003769;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TENGGAROH TIMOR;Not RSPO Certified;;07/10/2024;2,082064;104,00722;2.082064, 104.00722;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000003770;FOONG LEE SAWI MINYAK SDN BHD;FOONG LEE SAWI MINYAK SDN BHD;FOONG LEE SAWI MINYAK;Not RSPO Certified;;07/10/2024;4,924211;101,105208;4.924211, 101.105208;MYS;Malaysia;Perak;Kuala Kangsar;1-Fully Verified;
